
8.84991876871,2.55881886981,2526.67539898,g
-19.897548109,7.69328730316,5297.8123178,r
-2.7451829776,5.26827839558,1458.04913115,r
-3.08698240851,8.06623798115,3166.65028009,r
12.6408725256,8.90341572669,7547.76016285,g
-4.52451670719,3.13995662667,4923.9814582,r
15.7965496595,7.80354608801,6507.83997609,g
-1.64801227638,1.01577283758,4627.90743408,r
1.91787723831,1.7477734403,8159.81340206,g
-25.7982470121,8.44094988785,9648.94155795,r
3.9683604932,1.1974007417,8394.08737715,g
2.06440204695,4.96733438754,2146.9158643,g
3.52602722861,3.29725557424,6792.46008666,g
2.59904695422,1.43957479321,6505.87174933,g
1.26181188391,5.85661860086,735.460459208,g
